Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Architectural Style,Year Built,Bedrooms,Baths,Heated Area,Legal
R800270,240924102004,851630,7/18/2014,"$110,000",000016 PINNACLE PL,PARACHUTE,MANUFACTURED HUD,2002,3,2,1404,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 2 Lot: 4 RESUB OF BLOCKS 6,7 & 8"
R800354,240924110001,c,11/13/2015,"$130,000",000252 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2003,3,2,1404,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 10 Lot: 1 RESUB OF BLOCKS 6,7 & 8"
R490057,240718303001,859602,2/25/2015,"$127,000",000101 DOGWOOD LN,PARACHUTE,ONE STORY,1993,2,1.7,1411,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 5 Lot: 1
R490057,240718303001,861750,4/17/2015,"$170,000",000101 DOGWOOD LN,PARACHUTE,ONE STORY,1993,2,1.7,1411,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 5 Lot: 1
R800040,240718421012,866753,8/7/2015,"$138,000",000090 LIMBERPINE CIR,PARACHUTE,ONE STORY,1994,2,1.75,1419,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 1 Lot: 12
R490132,240718305014,863717,6/5/2015,"$182,000",000271 PONDEROSA CIR,PARACHUTE,ONE STORY,1996,3,2,1439,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 10 Lot: 14
R800049,240718421021,858686,1/22/2015,"$130,000",182 LIMBERPINE CIR,PARACHUTE,ONE STORY,1998,2,1.75,1442,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 1 Lot: 21
R040781,240913138003,879360,6/30/2016,"$155,000",000140 YAMPA DR,PARACHUTE,MODULAR UBC IRC,2004,4,2,1444,Section: 13 Township: 7 Range: 96 Subdivision: RIVERSIDE SUB FLG 1 Block: 2 Lot: 3
R800074,240718423005,867557,9/2/2015,"$137,000",235 LIMBERPINE CIR,PARACHUTE,ONE STORY,1999,3,1.75,1446,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 3 Lot: 5
R800358,240924110005,862380,5/1/2015,"$125,000",000302 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2007,3,2,1453,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 10 Lot: 5 RESUB OF BLOCKS 6,7 & 8"
R040943,240913135004,876179,4/19/2016,"$180,000",000230 VAN HORN LN,PARACHUTE,MODULAR UBC IRC,2007,3,2,1456,Section: 13 Township: 7 Range: 96 Subdivision: GLENN MEADOWS SUBDIVISION Block: 1 Lot: 4
R040952,240913136006,859100,1/28/2015,"$170,100",000150 CREEK ST,PARACHUTE,MANUFACTURED HUD,1999,2,1.75,1456,Section: 13 Township: 7 Range: 96 Subdivision: GLENN MEADOWS SUBDIVISION Block: 2 Lot: 6
R770250,240719217006,861863,4/17/2015,"$113,500",000071 E BONANZA PL,PARACHUTE,MANUFACTURED HUD,1996,3,1.7,1456,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 14 Lot: 6
R800243,240707412008,853256,8/29/2014,"$199,000",000077 HOGAN CIR,PARACHUTE,ONE STORY,1999,3,2,1456,Section: 7 Township: 7 Range: 95 Subdivision: FAIRWAYS SUB PHASE 1 Block: 1 Lot: 8
R800315,240924106006,878542,6/15/2016,"$143,500",000016 LITTLE PHOENIX WAY,PARACHUTE,MANUFACTURED HUD WITH ADDN,2001,3,2,1456,Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 6 Lot: 6
R800338,240924108009,851667,7/16/2014,"$107,000",000369 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2003,3,2,1456,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 8 Lot: 9 RESUB OF BLOCKS 6,7 & 8"
R470063,217531200057,868778,9/29/2015,"$262,000",005909 309 COUNTY RD,PARACHUTE,ONE STORY WITH BASEMENT,1920,3,2,1460,"Section: 31 Township: 6 Range: 94 A TR. IN SWNW CONT. .29 AC., ALSO A TR. IN SWNW CONT. .36 AC."
R490014,240718307005,854525,10/8/2014,"$148,780",000118 PONDEROSA CIR,PARACHUTE,ONE STORY,1996,3,2,1460,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 3 Lot: 5
R490014,240718307005,867072,8/20/2015,"$169,000",000118 PONDEROSA CIR,PARACHUTE,ONE STORY,1996,3,2,1460,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 3 Lot: 5
R490072,240718303020,869794,10/23/2015,"$165,000",000398 PONDEROSA CIR,PARACHUTE,ONE STORY,1993,2,1.75,1461,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 5 Lot: 20
R800051,240718421023,862108,4/28/2015,"$138,000",000190 LIMBERPINE CIR,PARACHUTE,ONE STORY,1998,2,2,1462,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 1 Lot: 23
R490099,240718309011,866883,8/12/2015,"$191,000",000471 PONDEROSA CIR,PARACHUTE,ONE STORY,1990,3,2,1467,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 9 Lot: 11
R800033,240718421005,877770,5/27/2016,"$150,000",000034 LARKSPUR PL,PARACHUTE,ONE STORY,1994,2,1.75,1470,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 1 Lot: 5
R800039,240718421011,878341,6/10/2016,"$156,900",000080 LIMBERPINE CIR,PARACHUTE,ONE STORY,1994,2,1.75,1470,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 1 Lot: 11
R490047,240718304018,870357,11/6/2015,"$185,000",000266 PONDEROSA CIR,PARACHUTE,ONE STORY,1990,2,2,1484,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 4 Lot: 18
R490121,240718305003,874289,2/29/2016,"$170,000",72 JUNIPER LN,PARACHUTE,ONE STORY,1991,2,2,1484,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 10 Lot: 3
R041878,240718104037,871961,12/30/2015,"$200,000",000040 CLIFF VIEW LN,PARACHUTE,ONE STORY,2005,3,2,1498,Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE SUB PHASE B Lot: 37 RESUB OF TR H
R490123,240718305005,877527,5/19/2016,"$175,000",000052 JUNIPER LN,PARACHUTE,ONE STORY,1992,2,2,1501,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 10 Lot: 5
R800046,240718421018,877177,5/12/2016,"$155,900",000164 LIMBERPINE CIR,PARACHUTE,ONE STORY,1996,2,1.75,1501,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 1 Lot: 18
R800079,240718423010,878179,6/3/2016,"$152,000",000012 POPPY CT,PARACHUTE,ONE STORY,1996,2,1.75,1503,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 3 Lot: 10
R041877,240718104036,863929,6/10/2015,"$165,000",000026 CLIFF VIEW LN,PARACHUTE,TWO STORY,2005,3,2.5,1504,Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE SUB PHASE B Lot: 36 RESUB OF TR H
R490010,240718407001,868590,9/25/2015,"$184,900",72 PONDEROSA CIR,PARACHUTE,ONE STORY,1993,2,2,1504,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 3 Lot: 1
R270205,240718401012,862217,4/30/2015,"$164,900",92 ROSEWOOD WAY,PARACHUTE,BI LEVEL,1981,3,2,1508,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 2 Lot: 12
R770312,240719219017,867889,9/10/2015,"$73,100",000083 E TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1994,2,2,1508,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 16 Lot: 17
R770312,240719219017,871907,12/17/2015,"$125,000",000083 E TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1994,2,2,1508,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 16 Lot: 17
R770263,240719217019,865185,7/1/2015,"$140,000",000048 E BONANZA PL,PARACHUTE,MANUFACTURED HUD,1997,3,1.7,1512,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 14 Lot: 19
R800060,240718422001,852123,7/30/2014,"$130,000",000012 ASTER CT,PARACHUTE,ONE STORY,2002,2,2,1520,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 2 Lot: 1
R770220,240719215010,854155,9/24/2014,"$106,700",000167 QUEEN CITY CIR,PARACHUTE,MANUFACTURED HUD,1997,3,2,1524,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VLG FLG #1 AMD Block: 12 Lot: 10
R490130,240718305012,854485,10/3/2014,"$177,100",305 PONDEROSA CIR,PARACHUTE,ONE STORY,1995,2,2,1526,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 10 Lot: 12
R800048,240718421020,872046,12/22/2015,"$144,000",176 LIMBERPINE CIR,PARACHUTE,ONE STORY,1996,2,2,1532,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 1 Lot: 20
R800048,240718421020,877809,5/31/2016,"$162,000",176 LIMBERPINE CIR,PARACHUTE,ONE STORY,1996,2,2,1532,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 1 Lot: 20
R007542,240912306009,854293,10/1/2014,"$155,000",000009 ASPEN CT,PARACHUTE,ONE STORY,2002,3,2,1550,Section: 12 Township: 7 Range: 96 Subdivision: ALPINE MEADOWS SUB-DIV Block: 3 Lot: 9
R490150,240718306005,852120,7/31/2014,"$200,000",000235 PONDEROSA CIR,PARACHUTE,ONE STORY,2003,3,2,1556,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 11 Lot: 5
R800264,240924101008,863131,5/27/2015,"$118,340",000174 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2001,4,2,1560,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 1 Lot: 8 RESUB OF BLOCKS 6,7 & 8"
R800264,240924101008,871102,11/19/2015,"$96,400",000174 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2001,4,2,1560,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 1 Lot: 8 RESUB OF BLOCKS 6,7 & 8"
R800264,240924101008,878031,5/31/2016,"$145,000",000174 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2001,4,2,1560,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 1 Lot: 8 RESUB OF BLOCKS 6,7 & 8"
R800280,240924103005,877822,5/31/2016,"$145,000",000027 PINNACLE PL,PARACHUTE,MANUFACTURED HUD,2002,3,2,1560,"Section: 24 Township: 7 Range: 89 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 3 Lot: 5 RESUB OF BLOCKS 6,7 & 8"
R800308,240924105018,858871,1/30/2015,"$107,500",000046 BAKER HILL PL,PARACHUTE,MANUFACTURED HUD,2001,3,2,1560,Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 5 Lot: 18
R800327,240924107008,869317,10/13/2015,"$130,000",000016 CRESTONE PL,PARACHUTE,MANUFACTURED HUD,2002,3,2,1560,Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 7 Lot: 8
R800357,240924110004,855525,10/31/2014,"$110,000",000286 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2003,3,2,1560,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 10 Lot: 4 RESUB OF BLOCKS 6,7 & 8"
R800068,240718422009,855501,10/30/2014,"$146,500",25 ASTER CT,PARACHUTE,ONE STORY,2000,2,2,1570,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 2 Lot: 9
R800063,240718422004,857498,12/16/2014,"$148,700",000042 ASTER CT,PARACHUTE,ONE STORY,2005,3,2,1591,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 2 Lot: 4
R270173,240718411024,867307,8/19/2015,"$174,000",187 SAGEMONT CIR,PARACHUTE,ONE STORY WITH BASEMENT,1982,3,2,1606,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 16 Lot: 24
R490157,240718408001,851180,7/9/2014,"$199,549",000065 LUPINE LN,PARACHUTE,ONE STORY,2004,3,2,1608,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 12 Lot: 1
R490157,240718408001,856938,10/16/2014,"$178,000",000065 LUPINE LN,PARACHUTE,ONE STORY,2004,3,2,1608,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 12 Lot: 1
R490157,240718408001,878253,6/10/2016,"$205,000",000065 LUPINE LN,PARACHUTE,ONE STORY,2004,3,2,1608,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 12 Lot: 1
R270020,244702100004,873517,2/4/2016,"$250,000",006881 306 COUNTY RD,PARACHUTE,MANUFACTURED HUD,2000,3,2,1620,Section: 2 Township: 8 Range: 96 SWNE
R770394,240719205010,863889,6/10/2015,"$96,030",000037 CEDAR CIR,PARACHUTE,MANUFACTURED HUD,1990,3,2,1620,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VLG FLG #1 AMD Block: 21 Lot: 10
R770394,240719205010,874498,2/18/2016,"$78,200",000037 CEDAR CIR,PARACHUTE,MANUFACTURED HUD,1990,3,2,1620,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VLG FLG #1 AMD Block: 21 Lot: 10
R770394,240719205010,878633,6/17/2016,"$146,000",000037 CEDAR CIR,PARACHUTE,MANUFACTURED HUD,1990,3,2,1620,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VLG FLG #1 AMD Block: 21 Lot: 10
R800287,240924104004,869036,10/2/2015,"$140,000",000038 GOLDFIELD CT,PARACHUTE,MANUFACTURED HUD,2004,4,2,1620,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 4 Lot: 4 RESUB OF BLOCKS 6,7 & 8"
R490042,240718304013,860171,1/20/2015,"$190,000",57 HAWTHORNE WAY,PARACHUTE,ONE STORY WITH BASEMENT,2005,3,2,1626,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 4 Lot: 13
R041886,240718104045,866356,7/31/2015,"$207,500",000255 CLIFF VIEW CIR,PARACHUTE,ONE STORY,2005,3,2,1638,Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE SUB PHASE B Lot: 45 RESUB OF TR H
R470131,217530300179,860857,3/24/2015,"$337,500",000206 323 COUNTY RD,PARACHUTE,MANUFACTURED HUD,1999,3,2,1652,Section: 30 Township: 6 Range: 94 A TR IN LOTS 7 & 9 SEC 30 6-94 & LOT 4 6-95.
R370143,240912405001,867552,8/28/2015,"$165,000",000127 W 2ND ST,PARACHUTE,MANUFACTURED HUD,1994,3,2,1656,"Section: 12 Township: 7 Range: 96 Subdivision: HURLBERT #1 Block: 3 Lot: 0 N 1/2 , DESC. IN 214/221"
R490097,240718309009,853049,8/28/2014,"$179,000",000511 PONDEROSA CIR,PARACHUTE,ONE STORY,1989,2,2,1656,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 9 Lot: 9
R007534,240912306001,863654,6/5/2015,"$155,000",000001 ALPINE LN,PARACHUTE,ONE STORY,2002,3,2,1668,Section: 12 Township: 7 Range: 96 Subdivision: ALPINE MEADOWS SUB-DIV Block: 3 Lot: 1
R270464,244702200049,858792,1/29/2015,"$314,000",007047 306 COUNTY RD,PARACHUTE,ONE STORY WITH BASEMENT,1990,4,2,1676,Section: 2 Township: 8 Range: 96 LOT 3 (40.13 AC) EXCEPT A TR OF LAND CINT .745 AC. AS DESC IN BK 1213 PG 292.
R042166,240717211002,862627,5/13/2015,"$192,200",000022 EAGLE RIDGE DR,PARACHUTE,ONE STORY WITH BASEMENT,2009,3,2,1703,Section: 17 Township: 7 Range: 95 Subdivision: FIRST EAGLES POINT Lot: 2
R042166,240717211002,866640,8/7/2015,"$265,000",000022 EAGLE RIDGE DR,PARACHUTE,ONE STORY WITH BASEMENT,2009,3,2,1703,Section: 17 Township: 7 Range: 95 Subdivision: FIRST EAGLES POINT Lot: 2
R490168,240718308012,863146,5/22/2015,"$170,000",105 PONDEROSA CIR,PARACHUTE,TWO STORY,2003,4,2.5,1723,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 12 Lot: 12
R041818,240912428033,877274,5/16/2016,"$170,000",000209 MEADOW DR,PARACHUTE,MODULAR UBC IRC,2005,3,2,1728,Section: 12 Township: 7 Range: 96 Subdivision: TELLS MEADOW-AMENDED Block: 3 Lot: 9 A/B AMENDED BY LOT LINE ADJ FROM LOTS 9A & 9B
R490117,240718309029,867302,8/24/2015,"$257,000",000105 JUNIPER LN,PARACHUTE,ONE STORY,1992,3,2,1751,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 9 Lot: 29
R270212,240718401005,866060,7/28/2015,"$147,000",000031 CACTUS CT,PARACHUTE,BI LEVEL,1981,3,2.5,1776,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 2 Lot: 5
R370092,240912400038,869325,10/9/2015,"$187,000",000292 LAUREL AVE,PARACHUTE,MODULAR UBC IRC,2005,3,2,1782,Section: 12 Township: 7 Range: 96 TR OF LAND IN SE1/4
R800335,240924108006,866887,8/14/2015,"$121,000",000005 CRESTONE PL,PARACHUTE,MANUFACTURED HUD,2002,3,2,1782,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 8 Lot: 6 RESUB OF BLOCKS 6,7 & 8"
R042182,240718111018,878183,6/1/2016,"$244,000",000015 RAPTOR CT,PARACHUTE,ONE STORY,2007,4,2,1832,Section: 18 Township: 7 Range: 95 Subdivision: FIRST EAGLES POINT Lot: 18
R490285,240707407015,878339,6/10/2016,"$255,000",30 RIDGE VIEW PL,PARACHUTE,ONE STORY,1999,3,2,1847,Section: 7 Township: 7 Range: 95 Subdivision: WILLOW CREEK VILLAGE SEC. 1 Block: 7 Lot: 15
R490271,240707407001,875366,3/28/2016,"$252,500",000081 PROMONTORY PL,PARACHUTE,ONE STORY,1997,3,2,1853,Section: 7 Township: 7 Range: 95 Subdivision: WILLOW CREEK VILLAGE SEC. 1 Block: 7 Lot: 1
R043098,240718104025,860705,3/20/2015,"$210,900",000019 CLIFF VIEW CIR,PARACHUTE,TWO STORY,2007,4,2.5,1865,Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE SUB PHASES C & D Lot: 25
R270089,217531200010,879029,6/27/2016,"$395,000",000948 323 COUNTY RD,PARACHUTE,ONE STORY,1909,2,2,1868,Section: 31 Township: 6 Range: 94 TR OF LAND SITUATED IN LOT 2
R800200,240718215005,872106,1/4/2016,"$250,000",000264 LODGEPOLE CIR,PARACHUTE,ONE STORY,1999,3,1.75,1869,Section: 18 Township: 7 Range: 95 Subdivision: STONE RIDGE SUB-DIV Block: 11 Lot: 5
R490169,240718408013,865690,7/17/2015,"$225,000",89 PONDEROSA CIR,PARACHUTE,TRI LEVEL,2002,4,3.5,1873,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 12 Lot: 13
R490169,240718408013,875959,4/14/2016,"$261,000",89 PONDEROSA CIR,PARACHUTE,TRI LEVEL,2002,4,3.5,1873,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 12 Lot: 13
R490169,240718408013,875960,4/14/2016,"$261,000",89 PONDEROSA CIR,PARACHUTE,TRI LEVEL,2002,4,3.5,1873,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 12 Lot: 13
R800160,240718424015,874163,2/29/2016,"$245,000",000035 SNOWBERRY PL,PARACHUTE,ONE STORY,1999,2,2,1889,Section: 18 Township: 7 Range: 95 Subdivision: STONE RIDGE SUB-DIV Block: 5 Lot: 15
R270034,240711200003,879186,6/30/2016,"$399,000",3673 301 COUNTY RD,PARACHUTE,MANUFACTURED HUD,1999,3,2,1890,Section: 11 Township: 7 Range: 95 Subdivision: MORRISANIA RANCH Lot: TR 47 EXCEPT A TR OF LAND CONT .693 AC +/- AS DESC IN BNDY LINE ADJ BK 1504/488/& 1504/491
R490257,240707405001,863142,5/22/2015,"$256,000",000061 WILLOW CREEK CT,PARACHUTE,ONE STORY,1990,2,1.75,1897,Section: 7 Township: 7 Range: 95 Subdivision: WILLOW CREEK VILLAGE SEC. 1 Block: 5 Lot: 1
R490224,240718101003,871372,12/10/2015,"$253,000",000048 GREEN MESA PL,PARACHUTE,ONE STORY,2001,4,2,1902,Section: 18 Township: 7 Range: 95 Subdivision: WILLOW CREEK VILLAGE SEC. 1 Block: 1 Lot: 3
R490270,240707406004,873080,1/29/2016,"$240,000",000015 RIDGE VIEW PL,PARACHUTE,ONE STORY,1996,3,2,1911,Section: 7 Township: 7 Range: 95 Subdivision: WILLOW CREEK VILLAGE SEC. 1 Block: 6 Lot: 4
R270488,240704200161,868212,9/18/2015,"$350,000",992 309 COUNTY RD,PARACHUTE,ONE STORY WITH BASEMENT,1995,4,3,1946,Section: 4 Township: 7 Range: 95 A TR IN SWNW SEC 4.
R490371,240705304025,864925,6/30/2015,"$252,500",000040 BOULDER RIDGE DR,PARACHUTE,ONE STORY,1991,3,2,1947,Section: 5 Township: 7 Range: 95 Subdivision: BATTLEMENT CREEK VILLAGE SEC 1 Block: 4 Lot: 25
R490096,240718309008,870343,11/11/2015,"$185,000",000525 PONDEROSA CIR,PARACHUTE,ONE STORY,1989,3,2,1960,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 9 Lot: 8
R800155,240718324010,867309,8/17/2015,"$272,000",000100 LODGEPOLE CIR,PARACHUTE,ONE STORY,2005,3,2,1962,Section: 18 Township: 7 Range: 95 Subdivision: STONE RIDGE SUB-DIV Block: 5 Lot: 10
R041870,240718104012,874059,2/25/2016,"$209,900",000140 CLIFF VIEW CIR,PARACHUTE,TWO STORY,2005,5,2.5,2006,Section: 18 Township: 7 Range: 95 Subdivision: VALLEY VIEW VILLAGE SUB PHASE B Lot: 12 RESUB OF TR H
R490127,240718305009,861914,4/24/2015,"$205,000",000345 PONDEROSA CIR,PARACHUTE,TRI LEVEL,1994,4,3.25,2052,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 10 Lot: 9
R490344,240707106004,868956,10/5/2015,"$297,000",000177 BATTLEMENT CREEK TRL,PARACHUTE,ONE STORY,1995,3,2,2062,Section: 7 Township: 7 Range: 95 Subdivision: BATTLEMENT CREEK VILLAGE SEC 1 Block: 3 Lot: 4
R490309,240708205010,870221,11/3/2015,"$320,000",000224 ROAN CREEK DR,PARACHUTE,ONE STORY,1999,3,2,2078,Section: 8 Township: 7 Range: 95 Subdivision: BATTLEMENT CREEK VILLAGE SEC 1 Block: 1 Lot: 10
R490139,240718305021,866401,8/5/2015,"$243,000",94 BRISTLECONE CT,PARACHUTE,TRI LEVEL,2003,4,3.5,2108,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 10 Lot: 21
R800154,240718324009,869179,10/8/2015,"$249,900",000114 LODGEPOLE CIR,PARACHUTE,ONE STORY,2006,3,2,2115,Section: 18 Township: 7 Range: 95 Subdivision: STONE RIDGE SUB-DIV Block: 5 Lot: 9
R490077,240718303025,879181,6/30/2016,"$245,000",000050 WILLOW  VIEW WAY,PARACHUTE,ONE STORY WITH BASEMENT,1999,3,2.5,2117,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 5 Lot: 25
R270182,240718411008,876519,4/25/2016,"$215,000",000051 PINETREE PL,PARACHUTE,TWO STORY WITH BASEMENT,1982,3,1.75,2120,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 16 Lot: 8
R042171,240717211007,878914,6/24/2016,"$285,000",000108 EAGLE RIDGE DR,PARACHUTE,TWO STORY,2009,3,2.5,2131,Section: 17 Township: 7 Range: 95 Subdivision: FIRST EAGLES POINT Lot: 7
R024311,217533200123,874906,3/14/2016,"$375,000",007794 309 COUNTY RD,PARACHUTE,TWO STORY,1981,4,2.5,2194,Section: 33 Township: 6 Range: 94 PARCEL 1. A PARCEL OF LAND IN THE NW1/4 AND THE SW1/4. PARCEL 2. A PARCEL OF LAND IN THE NE1/4SE1/4 OF SEC 32 TWN 6 RANGE 94.
R490317,240708203004,876250,4/22/2016,"$300,000",000256 BATTLEMENT CREEK TRL,PARACHUTE,ONE STORY,1997,3,2,2214,Section: 8 Township: 7 Range: 95 Subdivision: BATTLEMENT CREEK VILLAGE SEC 1 Block: 2 Lot: 4
R800208,240707107009,851407,7/14/2014,"$340,000",000042 MEADOW CREEK DR,PARACHUTE,ONE STORY,1998,4,2,2296,Section: 7 Township: 7 Range: 95 Subdivision: BATTLEMENT CREEK VILLAGE SEC.2 Block: 1 Lot: 3
R800151,240718324006,869841,10/26/2015,"$292,000",000443 LODGEPOLE CIR,PARACHUTE,TWO STORY,2006,4,2.5,2385,Section: 18 Township: 7 Range: 95 Subdivision: STONE RIDGE SUB-DIV Block: 5 Lot: 6
R042200,240717211036,862769,5/15/2015,"$280,000",81 TALON TRL,PARACHUTE,TWO STORY,2008,4,2.5,2388,Section: 17 Township: 7 Range: 95 Subdivision: FIRST EAGLES POINT Lot: 36
R490071,240718303019,857615,12/22/2014,"$190,000",000384 PONDEROSA CIR,PARACHUTE,BI LEVEL,1995,3,2.75,2400,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 5 Lot: 19
R490171,240718408015,853973,9/24/2014,"$212,300",51 PONDEROSA CIR,PARACHUTE,TRI LEVEL,2004,3,2.5,2482,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 12 Lot: 15
